file,cpn,width,height,area,max_dim,min_dim,n_pages,scale_p1,scale_p2,scale_p3
RAD4-68.00X45.00-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-68.00X45.00-CH04-D2-30K,68.0,45.0,3060.0,68.0,45.0,2,16,16,
RAD4-68.25X46.75-CH04-KG-30K-SALES-AID-A.1.pdf,RAD4-68.25X46.75-CH04-KG-30K,68.25,46.75,3190.6875,68.25,46.75,2,16,16,
RAD4-69.00X63.50-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-69.00X63.50-CH04-D2-30K,69.0,63.5,4381.5,69.0,63.5,2,20,18,
RAD4-70.00X34.75-CH04-30K-SALES-AID-A.1.PDF,RAD4-70.00X34.75-CH04-30K,70.0,34.75,2432.5,70.0,34.75,2,14,14,
RAD4-70.00X36.00-BK05-D2-WG3-30K-SALES-AID-A.1.PDF,RAD4-70.00X36.00-BK05-D2-WG3-30K,70.0,36.0,2520.0,70.0,36.0,2,16,14,
RAD4-70.00X42.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-70.00X42.00-BK05-30K,70.0,42.0,2940.0,70.0,42.0,2,16,16,
RAD4-70.00X50.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-70.00X50.00-BK05-30K,70.0,50.0,3500.0,70.0,50.0,2,16,16,
RAD4-70.75X59.00-CH04-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-70.75X59.00-CH04-D1-DF-30K,70.75,59.0,4174.25,70.75,59.0,2,20,18,
RAD4-71.25X38.75-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-71.25X38.75-BK05-D2-30K,71.25,38.75,2760.9375,71.25,38.75,2,16,16,
RAD4-72.00X24.00-BR02-30K-SALES-AID-A.1.PDF,RAD4-72.00X24.00-BR02-30K,72.0,24.0,1728.0,72.0,24.0,2,16,12,
RAD4-72.00X36.00-BK05-D1-35K-SALES-AID-A.1.PDF,RAD4-72.00X36.00-BK05-D1-35K,72.0,36.0,2592.0,72.0,36.0,2,16,16,
RAD4-72.00X36.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-72.00X36.00-BK05-D2-30K,72.0,36.0,2592.0,72.0,36.0,2,16,16,
RAD4-72.00X42.00-BK05-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-72.00X42.00-BK05-D1-DF-30K,72.0,42.0,3024.0,72.0,42.0,2,16,14,
RAD4-72.00X42.00-BK05-KG-30K-SALES-AID-A.1.PDF,RAD4-72.00X42.00-BK05-KG-30K,72.0,42.0,3024.0,72.0,42.0,2,18,16,
RAD4-72.00X42.00-BR02-CK3-DF-KG-30K-SALES-AID-A.2.pdf,RAD4-72.00X42.00-BR02-CK3-DF-KG-30K,72.0,42.0,3024.0,72.0,42.0,2,16,16,
RAD4-72.00X42.00-BR02-CK3-DF-KG-30K-SALES-AID-A.3.pdf,RAD4-72.00X42.00-BR02-CK3-DF-KG-30K,72.0,42.0,3024.0,72.0,42.0,2,16,16,
RAD4-72.00X53.50-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-72.00X53.50-CH04-D2-30K,72.0,53.5,3852.0,72.0,53.5,2,18,16,
RAD4-72.00X53.50-CH04-KG2-WG3-30K-SALES-AID-A.1.PDF,RAD4-72.00X53.50-CH04-KG2-WG3-30K,72.0,53.5,3852.0,72.0,53.5,2,18,18,
RAD4-72.00X54.00-BK05-DF-KG-30K-SALES-AID-A.1.PDF,RAD4-72.00X54.00-BK05-DF-KG-30K,72.0,54.0,3888.0,72.0,54.0,2,20,16,
RAD4-72.25X44.75-CH04-30K-SALES-AID-A.1.PDF,RAD4-72.25X44.75-CH04-30K,72.25,44.75,3233.1875,72.25,44.75,2,18,14,
RAD4-72.25X48.50-CH04-30K-SALES-AID-A.1.PDF,RAD4-72.25X48.50-CH04-30K,72.25,48.5,3504.125,72.25,48.5,2,18,16,
RAD4-72.25X56.50-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-72.25X56.50-BK05-D2-30K,72.25,56.5,4082.125,72.25,56.5,2,18,15,
RAD4-74.00X45.00-BK05-30K-SALES-AID-A.1.pdf,RAD4-74.00X45.00-BK05-30K,74.0,45.0,3330.0,74.0,45.0,2,16,16,
RAD4-77.00X47.00-BZ24-27K-SALES-AID-A.1.PDF,RAD4-77.00X47.00-BZ24-27K,77.0,47.0,3619.0,77.0,47.0,2,18,16,
RAD4-77.00X47.00-BZ24-D2-27K-SALES-AID-A.1.PDF,RAD4-77.00X47.00-BZ24-D2-27K,77.0,47.0,3619.0,77.0,47.0,2,18,16,
RAD4-78.00X35.00-BK05-30K-SALES-AID-A.1.pdf,RAD4-78.00X35.00-BK05-30K,78.0,35.0,2730.0,78.0,35.0,2,20,16,
RAD4-78.00X45.00-NK04-WG3-30K-SALES-AID-A.1.PDF,RAD4-78.00X45.00-NK04-WG3-30K,78.0,45.0,3510.0,78.0,45.0,2,16,16,
RAD4-78.00X47.00-BR02-D2-30K-SALES-AID-A.1.PDF,RAD4-78.00X47.00-BR02-D2-30K,78.0,47.0,3666.0,78.0,47.0,2,18,18,
RAD4-78.00X50.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-78.00X50.00-BK05-30K,78.0,50.0,3900.0,78.0,50.0,2,16,16,
RAD4-78.00X50.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-78.00X50.00-BK05-D2-30K,78.0,50.0,3900.0,78.0,50.0,2,16,16,
RAD4-78.00X52.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-78.00X52.00-BK05-30K,78.0,52.0,4056.0,78.0,52.0,2,16,16,
RAD4-78.25X38.75-CH04-D2-WG3-30K-SALES-AID-A.1.PDF,RAD4-78.25X38.75-CH04-D2-WG3-30K,78.25,38.75,3032.1875,78.25,38.75,2,16,16,
RAD4-78.25X48.50-CH04-30K-SALES-AID-A.1.PDF,RAD4-78.25X48.50-CH04-30K,78.25,48.5,3795.125,78.25,48.5,2,18,16,
RAD4-78.25X48.50-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-78.25X48.50-CH04-D2-30K,78.25,48.5,3795.125,78.25,48.5,2,18,16,
RAD4-78.25X66.25-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-78.25X66.25-CH04-D2-30K,78.25,66.25,5184.0625,78.25,66.25,2,20,18,
RAD4-83.00X36.00-CH04-CK2-D1-30K-SALES-AID-A.1.PDF,RAD4-83.00X36.00-CH04-CK2-D1-30K,83.0,36.0,2988.0,83.0,36.0,2,20,20,
RAD4-83.00X42.00-BK05-CK2-30K-SALES-AID-A.1.PDF,RAD4-83.00X42.00-BK05-CK2-30K,83.0,42.0,3486.0,83.0,42.0,2,20,20,
RAD4-84.00X36.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-84.00X36.00-BK05-30K,84.0,36.0,3024.0,84.0,36.0,2,20,16,
RAD4-84.00X36.00-BK05-D1-35K-SALES-AID-A.1.PDF,RAD4-84.00X36.00-BK05-D1-35K,84.0,36.0,3024.0,84.0,36.0,2,20,16,
RAD4-84.00X36.00-CH04-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-84.00X36.00-CH04-D1-DF-30K,84.0,36.0,3024.0,84.0,36.0,2,20,20,
RAD4-85285-46.00X44.25-CH11-KC-30K-SALES-AID-A.1.PDF,RAD4-85285-46.00X44.25-CH11-KC-30K,46.0,44.25,2035.5,46.0,44.25,3,12,12,12
RAD4-85294-34.00X34.00-CH11-KC-30K-SALES-AID-A.1.PDF,RAD4-85294-34.00X34.00-CH11-KC-30K,34.0,34.0,1156.0,34.0,34.0,3,12,12,10
RAD4-90.00X36.00-NK04-WG3-30K-SALES-AID-A.1.PDF,RAD4-90.00X36.00-NK04-WG3-30K,90.0,36.0,3240.0,90.0,36.0,2,20,20,
RAD4-92.00X48.00-CH04-D1-30K-SALES-AID-A.1.PDF,RAD4-92.00X48.00-CH04-D1-30K,92.0,48.0,4416.0,92.0,48.0,2,20,16,
RAD4-96.00X44.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-96.00X44.00-CH04-30K,96.0,44.0,4224.0,96.0,44.0,2,20,16,
RAD4-96.00X44.00-CH04-D1-30K-SALES-AID-A.1.PDF,RAD4-96.00X44.00-CH04-D1-30K,96.0,44.0,4224.0,96.0,44.0,2,20,16,
RAD4-98.00X36.00-CH04-CK2-D1-30K-SALES-AID-A.1.PDF,RAD4-98.00X36.00-CH04-CK2-D1-30K,98.0,36.0,3528.0,98.0,36.0,2,20,20,
RAD4-98.00X42.00-BK05-D1-30K-SALES-AID-A.1.PDF,RAD4-98.00X42.00-BK05-D1-30K,98.0,42.0,4116.0,98.0,42.0,2,20,20,
RAD4-CSTM-34.00X39.00-BZ47-NO-WG3-30K-SALES-AID-A.1.PDF,RAD4-CSTM-34.00X39.00-BZ47-NO-WG3-30K,34.0,39.0,1326.0,39.0,34.0,2,12,10,
RAD4-CSTM-36.00X36.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-CSTM-36.00X36.00-BK05-30K,36.0,36.0,1296.0,36.0,36.0,2,10,10,
RAD4-CSTM-36.00X60.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-36.00X60.00-BK05-D2-30K,36.0,60.0,2160.0,60.0,36.0,2,14,14,
RAD4-CSTM-37.50X37.50-BK05-KG-30K-SALES-AID-A.1.PDF,RAD4-CSTM-37.50X37.50-BK05-KG-30K,37.5,37.5,1406.25,37.5,37.5,2,10,12,
RAD4-CSTM-38.00X60.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-38.00X60.00-BK05-D2-30K,38.0,60.0,2280.0,60.0,38.0,2,14,14,
RAD4-CSTM-49.00X39.00-BZ47-NO-WG3-30K-SALES-AID-A.1.PDF,RAD4-CSTM-49.00X39.00-BZ47-NO-WG3-30K,49.0,39.0,1911.0,49.0,39.0,2,12,12,
RAD4-CSTM-52.00X63.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-52.00X63.00-BK05-D2-30K,52.0,63.0,3276.0,63.0,52.0,2,16,16,
RAD4-CSTM-53.00X63.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-53.00X63.00-BK05-D2-30K,53.0,63.0,3339.0,63.0,53.0,2,16,16,
RAD4-CSTM-55.00X60.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-55.00X60.00-BK05-D2-30K,55.0,60.0,3300.0,60.0,55.0,2,16,16,
RAD4-CSTM-55.00X60.00-BK05-D2-30K-SALES-AID-A.2.PDF,RAD4-CSTM-55.00X60.00-BK05-D2-30K,55.0,60.0,3300.0,60.0,55.0,2,16,16,
RAD4-CSTM-60.00X66.50-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-60.00X66.50-BK05-D2-30K,60.0,66.5,3990.0,66.5,60.0,2,18,18,
RAD4-CSTM-64.00X39.00-BK147-30K-SALES-AID-A.2.PDF,RAD4-CSTM-64.00X39.00-BK147-30K,64.0,39.0,2496.0,64.0,39.0,3,14,10,12
RAD4-CSTM-80.00X56.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-80.00X56.00-BK05-D2-30K,80.0,56.0,4480.0,80.0,56.0,2,22,18,
RAD4-CSTM-84497-24.00X42.00-BZ47-CC2-NO-30K-SALES-AID-A.1.PDF,RAD4-CSTM-84497-24.00X42.00-BZ47-CC2-NO-30K,24.0,42.0,1008.0,42.0,24.0,3,12,10,10
RAD4-CSTM-84497-30.00X42.00-BZ47-CC2-NO-30K-SALES-AID-A.1.PDF,RAD4-CSTM-84497-30.00X42.00-BZ47-CC2-NO-30K,30.0,42.0,1260.0,42.0,30.0,3,12,10,10
RAD4-CSTM-84497-36.00X42.00-BZ47-CC2-NO-30K-SALES-AID-A.1.PDF,RAD4-CSTM-84497-36.00X42.00-BZ47-CC2-NO-30K,36.0,42.0,1512.0,42.0,36.0,3,12,10,10
RAD4-FRX-24.00X40.00-BZ47-KC-30K-SALES-AID-A.1.PDF,RAD4-84497-24.00X40.00-BZ47-KC-30K,24.0,40.0,960.0,40.0,24.0,2,10,10,
RAD4-FRX-24.00X42.00-BZ47-KC-30K-SALES-AID-A.1.PDF,RAD4-FRX-24.00X42.00-BZ47-KC-30K,24.0,42.0,1008.0,42.0,24.0,2,12,10,
RAD4-FRX-30.00X40.00-BZ47-KC-30K-SALES-AID-A.1.PDF,RAD4-84497-30.00X40.00-BZ47-KC-30K,30.0,40.0,1200.0,40.0,30.0,2,12,10,
RAD4-FRX-30.00X42.00-BZ47-KC-30K-SALES-AID-A.1.PDF,RAD4-FRX-30.00X42.00-BZ47-KC-30K,30.0,42.0,1260.0,42.0,30.0,2,12,10,
