file,cpn,revision,cpn_model,cpn_custom_prefix,cpn_size,cpn_finish_code,cpn_finish_name,cpn_cct_code,cpn_cct_K,cpn_is_custom,cpn_is_frx,cpn_options,cpn_option_meanings,frame_finish,total_wattage_W,voltage_V,current_A,led_type,led_length_in,led_wattage_W,l70_lifespan_hrs,cct_K,lumens_total,lumens_per_ft,cri,weight_lbs,has_defogger,defogger_voltage,defogger_wattage,has_clock,clock_watts,has_keen,has_277v,has_dimmer_kd,powerbox,mirror_assembly,powerbox_assembly,cpn_in_pdf,cpn_from_filename
RAD4-61.25X62.75-CH04-KG-27K-SALES-AID-A.1.PDF,RAD4-61.25X62.75-CH04-KG-27K,A.1,RAD4,,61.25X62.75,CH04,CHROME,27K,2700K,False,False,KG,Keen 1-Touch (KG),ETCHED CHROME,,120 OR 277,0.55 OR 0.24,REPLACEABLE FLEX STRIP,247,75,"140,000",2700,"6,189",302,90+,104,False,,,False,,True,True,False,81330-K-96W,,,RAD4-61.25X62.75-CH04-KG-27K,RAD4-61.25X62.75-CH04-KG-27K
RAD4-61.25X62.75-CH04-KG-30K-SALES-AID-A.1.PDF,RAD4-61.25X62.75-CH04-KG-30K,A.1,RAD4,,61.25X62.75,CH04,CHROME,30K,3000K,False,False,KG,Keen 1-Touch (KG),ETCHED CHROME,,120 OR 277,0.54 OR 0.23,REPLACEABLE FLEX STRIP,247,76,"140,000","3,000",6212,302,90+,104,False,,,False,,True,True,False,81330-K-96W,,,RAD4-61.25X62.75-CH04-KG-30K,RAD4-61.25X62.75-CH04-KG-30K
RAD4-64.00X36.00-BR02-D2-30K-SALES-AID-A.1.PDF,RAD4-64.00X36.00-BR02-D2-30K,A.1,RAD4,,64.00X36.00,BR02,BRUSHED BRASS,30K,3000K,False,False,D2,Defogger D2,BRUSHED BRASS,,120 - 277,0.47 - 0.20,REPLACEABLE FLEX STRIP,197,60,"140,000","3,000","4,955",302,90+,67,False,,,False,,False,True,False,,,,RAD4-64.00X36.00-BR02-D2-30K,RAD4-64.00X36.00-BR02-D2-30K
RAD4-64.00X42.00-BR02-30K-SALES-AID-A.1.pdf,RAD4-64.00X42.00-BR02-30K,A.1,RAD4,,64.00X42.00,BR02,BRUSHED BRASS,30K,3000K,False,False,,,BRUSHED BRASS,,120 OR 277,1.24 OR 0.54,REPLACEABLE FLEX STRIP,209,64,"140,000","3,000",5256,302,90+,76,False,,,False,,False,True,False,81330-96W,,,RAD4-64.00X42.00-BR02-30K,RAD4-64.00X42.00-BR02-30K
RAD4-64.00X48.00-BR02-30K-SALES-AID-A.1.pdf,RAD4-64.00X48.00-BR02-30K,A.1,RAD4,,64.00X48.00,BR02,BRUSHED BRASS,30K,3000K,False,False,,,BRUSHED BRASS,,120 OR 277,0.56 OR 0.25,REPLACEABLE FLEX STRIP,223,68,"140,000","3,000",5608,302,90+,85,False,,,False,,False,True,False,81330-96W,,,RAD4-64.00X48.00-BR02-30K,RAD4-64.00X48.00-BR02-30K
RAD4-64.00X48.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-64.00X48.00-CH04-30K,A.1,RAD4,,64.00X48.00,CH04,CHROME,30K,3000K,False,False,,,ETCHED CHROME,,120 OR 277,0.49 OR 0.21,REPLACEABLE FLEX STRIP,225,69,"140,000","3,000","5,644",302,90+,85,False,,,False,,False,True,False,81330-96W,RAD4-64.00X48.00-CH04-30K-M,81330-96W,RAD4-64.00X48.00-CH04-30K,RAD4-64.00X48.00-CH04-30K
RAD4-64.00X48.00-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-64.00X48.00-CH04-D2-30K,A.1,RAD4,,64.00X48.00,CH04,CHROME,30K,3000K,False,False,D2,Defogger D2,ETCHED CHROME,,120 - 277,0.54 - 0.23,REPLACEABLE FLEX STRIP,225,69,"140,000","3,000","5,644",302,90+,86,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-64.00X48.00-CH04-D2-30K,RAD4-64.00X48.00-CH04-D2-30K
RAD4-64.00X48.00-CH04-D2-30K-SALES-AID-A.2.PDF,RAD4-64.00X48.00-CH04-D2-30K,A.2,RAD4,,64.00X48.00,CH04,CHROME,30K,3000K,False,False,D2,Defogger D2,ETCHED CHROME,,120 - 277,0.54 - 0.23,REPLACEABLE FLEX STRIP,225,69,"140,000","3,000","5,644",302,90+,85,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-64.00X48.00-CH04-D2-30K,RAD4-64.00X48.00-CH04-D2-30K
RAD4-66.00X37.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-66.00X37.00-CH04-30K,A.1,RAD4,,66.00X37.00,CH04,CHROME,30K,3000K,False,False,,,ETCHED CHROME,,120 OR 277,0.43 OR 0.19,REPLACEABLE FLEX STRIP,203,62,"140,000","3,000",5105,302,90+,72,False,,,False,,False,True,False,81330-96W,,,RAD4-66.00X37.00-CH04-30K,RAD4-66.00X37.00-CH04-30K
RAD4-66.00X42.00-BR02-27K-SALES-AID-A.1.PDF,RAD4-66.00X42.00-BR02-27K,A.1,RAD4,,66.00X42.00,BR02,BRUSHED BRASS,27K,2700K,False,False,,,BRUSHED BRASS,,120 OR 277,0.48 OR 0.21,REPLACEABLE FLEX STRIP,213,65,"140,000","2,700",5357,302,90+,79,False,,,False,,False,True,False,,,,RAD4-66.00X42.00-BR02-27K,RAD4-66.00X42.00-BR02-27K
RAD4-66.00X42.00-BR02-CC2-KC-27K-SALES-AID-A.1.PDF,RAD4-66.00X42.00-BR02-CC2-KC-27K,A.1,RAD4,,66.00X42.00,BR02,BRUSHED BRASS,27K,2700K,False,False,CC2;KC,Color-Change CC2;Keen Clock,BRUSHED BRASS,,120,0.47,REPLACEABLE FLEX STRIP,213,66,"140,000","2,700",5357,302,90+,79,False,,,False,,True,False,False,81330-CC2-K-96W,,,RAD4-66.00X42.00-BR02-CC2-KC-27K,RAD4-66.00X42.00-BR02-CC2-KC-27K
RAD4-66.00X50.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-66.00X50.00-BK05-30K,A.1,RAD4,,66.00X50.00,BK05,MATTE BLACK,30K,3000K,False,False,,,MATTE BLACK,,120 OR 277,0.50 OR 0.22,REPLACEABLE FLEX STRIP,231,71,"140,000","3,000",5810,302,90+,92,False,,,False,,False,True,False,81330-96W,,,RAD4-66.00X50.00-BK05-30K,RAD4-66.00X50.00-BK05-30K
RAD4-66.25X38.75-CH04-D2-WG3-30K-SALES-AID-A.1.PDF,RAD4-66.25X38.75-CH04-D2-WG3-30K,A.1,RAD4,,66.25X38.75,CH04,CHROME,30K,3000K,False,False,D2;WG3,Defogger D2;Wall-Grommet/Power Routing (WG3),ETCHED CHROME,,120 - 277,0.95 - 0.41,REPLACEABLE FLEX STRIP,207,64,"140,000","3,000","5,201",302,90+,83,False,,,False,,False,True,False,,,,RAD4-66.25X38.75-CH04-D2-WG3-30K,RAD4-66.25X38.75-CH04-D2-WG3-30K
RAD4-66.25X44.75-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-66.25X44.75-BK05-D2-30K,A.1,RAD4,,66.25X44.75,BK05,MATTE BLACK,30K,3000K,False,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.52 - 0.22,REPLACEABLE FLEX STRIP,219,67,"140,000","3,000",5508,302,90+,84,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-66.25X44.75-BK05-D2-30K,RAD4-66.25X44.75-BK05-D2-30K
RAD4-67.00X36.00-CH04-CK2-D1-30K-SALES-AID-A.1.PDF,RAD4-67.00X36.00-CH04-CK2-D1-30K,A.1,RAD4,,67.00X36.00,CH04,CHROME,30K,3000K,False,False,CK2;D1,Clock CK2;Defogger D1,ETCHED CHROME,,120 - 240,0.48 - 0.24,REPLACEABLE FLEX STRIP,203,62,"140,000","3,000",5102,302,90+,71,False,,,True,,False,False,False,81330-CK2-D1-96W,,,RAD4-67.00X36.00-CH04-CK2-D1-30K,RAD4-67.00X36.00-CH04-CK2-D1-30K
RAD4-67.00X42.00-BK05-D1-30K-SALES-AID-A.1.PDF,RAD4-67.00X42.00-BK05-D1-30K,A.1,RAD4,,67.00X42.00,BK05,MATTE BLACK,30K,3000K,False,False,D1,Defogger D1,MATTE BLACK,,120 - 277,0.49-0.21,REPLACEABLE FLEX STRIP,215,66,"140,000","3,000",5407,302,90+,81,False,,,False,,False,True,False,81330-D1-96W,,,RAD4-67.00X42.00-BK05-D1-30K,RAD4-67.00X42.00-BK05-D1-30K
RAD4-68.00X34.00-BK05-D2-30K-SALES-AID-A.1.pdf,RAD4-68.00X34.00-BK05-D2-30K,A.1,RAD4,,68.00X34.00,BK05,MATTE BLACK,30K,3000K,False,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.48 - 0.21,REPLACEABLE FLEX STRIP,201,62,"140,000","3,000",5055,302,90+,69,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-68.00X34.00-BK05-D2-30K,RAD4-68.00X34.00-BK05-D2-30K
RAD4-68.00X45.00-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-68.00X45.00-CH04-D2-30K,A.1,RAD4,,68.00X45.00,CH04,CHROME,30K,3000K,False,False,D2,Defogger D2,ETCHED CHROME,,120 - 277,0.53 - 0.23,REPLACEABLE FLEX STRIP,225,69,"140,000","3,000","5,659",302,90+,85,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-68.00X45.00-CH04-D2-30K,RAD4-68.00X45.00-CH04-D2-30K
RAD4-68.25X46.75-CH04-KG-30K-SALES-AID-A.1.pdf,RAD4-68.25X46.75-CH04-KG-30K,A.1,RAD4,,68.25X46.75,CH04,CHROME,30K,3000K,False,False,KG,Keen 1-Touch (KG),ETCHED CHROME,,120 OR 277,0.58 OR 0.25,REPLACEABLE FLEX STRIP,229,70,"140,000","3,000",5763,302,90+,89,False,,,False,,True,True,False,,,,RAD4-68.25X46.75-CH04-KG-30K,RAD4-68.25X46.75-CH04-KG-30K
RAD4-69.00X63.50-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-69.00X63.50-CH04-D2-30K,A.1,RAD4,,69.00X63.50,CH04,CHROME,30K,3000K,False,False,D2,Defogger D2,ETCHED CHROME,,120 - 277,0.62 - 0.27,REPLACEABLE FLEX STRIP,262,80,"140,000","3,000","6,588",302,90+,117,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-69.00X63.50-CH04-D2-30K,RAD4-69.00X63.50-CH04-D2-30K
RAD4-70.00X34.75-CH04-30K-SALES-AID-A.1.PDF,RAD4-70.00X34.75-CH04-30K,A.1,RAD4,,70.00X34.75,CH04,CHROME,30K,3000K,False,False,,,ETCHED CHROME,,120 OR 277,0.44 OR 0.19,REPLACEABLE FLEX STRIP,207,64,"140,000","3,000","5,201",302,90+,72,False,,,False,,False,True,False,81330-96W,,,RAD4-70.00X34.75-CH04-30K,RAD4-70.00X34.75-CH04-30K
RAD4-70.00X36.00-BK05-D2-WG3-30K-SALES-AID-A.1.PDF,RAD4-70.00X36.00-BK05-D2-WG3-30K,A.1,RAD4,,70.00X36.00,BK05,MATTE BLACK,30K,3000K,False,False,D2;WG3,Defogger D2;Wall-Grommet/Power Routing (WG3),MATTE BLACK,,120 - 277,1.02 - 0.44,REPLACEABLE FLEX STRIP,209,64,"140,000",3000,"5,247",302,90+,82,False,,,False,,False,True,False,81330-D2-192W,,,RAD4-70.00X36.00-BK05-D2-WG3-30K,RAD4-70.00X36.00-BK05-D2-WG3-30K
RAD4-70.00X42.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-70.00X42.00-BK05-30K,A.1,RAD4,,70.00X42.00,BK05,MATTE BLACK,30K,3000K,False,False,,,MATTE BLACK,,120 OR 277,0.48 OR 0.21,REPLACEABLE FLEX STRIP,223,68,"140,000","3,000","5,598",302,90+,83,False,,,False,,False,True,False,,,,RAD4-70.00X42.00-BK05-30K,RAD4-70.00X42.00-BK05-30K
RAD4-70.00X50.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-70.00X50.00-BK05-30K,A.1,RAD4,,70.00X50.00,BK05,MATTE BLACK,30K,3000K,False,False,,,MATTE BLACK,,120 OR 277,0.52 OR 0.22,REPLACEABLE FLEX STRIP,239,73,"140,000","3,000","6,011",302,90+,96,False,,,False,,False,True,False,81330-96W,,,RAD4-70.00X50.00-BK05-30K,RAD4-70.00X50.00-BK05-30K
RAD4-70.75X59.00-CH04-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-70.75X59.00-CH04-D1-DF-30K,A.1,RAD4,,70.75X59.00,CH04,CHROME,30K,3000K,False,False,D1;DF,Defogger D1;Defogger (DF),ETCHED CHROME,,120,1.49,REPLACEABLE FLEX STRIP,258,179,"140,000","3,000","6,493",302,90+,112,True,,,False,,False,False,False,,,,RAD4-70.75X59.00-CH04-D1-DF-30K,RAD4-70.75X59.00-CH04-D1-DF-30K
RAD4-71.25X38.75-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-71.25X38.75-BK05-D2-30K,A.1,RAD4,,71.25X38.75,BK05,MATTE BLACK,30K,3000K,False,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.57 - 0.25,REPLACEABLE FLEX STRIP,217,68,"140,000","3,000","5,445",302,90+,79,False,,,False,,False,True,False,,,,RAD4-71.25X38.75-BK05-D2-30K,RAD4-71.25X38.75-BK05-D2-30K
RAD4-72.00X24.00-BR02-30K-SALES-AID-A.1.PDF,RAD4-72.00X24.00-BR02-30K,A.1,RAD4,,72.00X24.00,BR02,BRUSHED BRASS,30K,3000K,False,False,,,BRUSHED BRASS,,120 OR 277,0.42 OR 0.18,REPLACEABLE FLEX STRIP,189,59,"140,000","3,000","4,753",302,90+,53,False,,,False,,False,True,False,81330-96W,,,RAD4-72.00X24.00-BR02-30K,RAD4-72.00X24.00-BR02-30K
RAD4-72.00X36.00-BK05-D1-35K-SALES-AID-A.1.PDF,RAD4-72.00X36.00-BK05-D1-35K,A.1,RAD4,,72.00X36.00,BK05,MATTE BLACK,35K,3500K,False,False,D1,Defogger D1,MATTE BLACK,,120 OR 277,0.48 OR 0.21,REPLACEABLE FLEX STRIP,213,65,"140,000","3,500",5357,302,90+,75,False,,,False,,False,True,False,81330-D1-96W,RAD4-72.00X36.00-BK05-35K-M,81330-D1-96W,RAD4-72.00X36.00-BK05-D1-35K,RAD4-72.00X36.00-BK05-D1-35K
RAD4-72.00X36.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-72.00X36.00-BK05-D2-30K,A.1,RAD4,,72.00X36.00,BK05,MATTE BLACK,30K,3000K,False,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.5 - 0.22,REPLACEABLE FLEX STRIP,213,65,"140,000","3,000",5357,302,90+,75,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-72.00X36.00-BK05-D2-30K,RAD4-72.00X36.00-BK05-D2-30K
RAD4-72.00X42.00-BK05-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-72.00X42.00-BK05-D1-DF-30K,A.1,RAD4,,72.00X42.00,BK05,MATTE BLACK,30K,3000K,False,False,D1;DF,Defogger D1;Defogger (DF),MATTE BLACK,,120,1.33,REPLACEABLE FLEX STRIP,227,69,"140,000","3,000",5709,302,90+,85,True,,,False,,False,False,False,81330-D1-DF-96W,,,RAD4-72.00X42.00-BK05-D1-DF-30K,RAD4-72.00X42.00-BK05-D1-DF-30K
RAD4-72.00X42.00-BK05-KG-30K-SALES-AID-A.1.PDF,RAD4-72.00X42.00-BK05-KG-30K,A.1,RAD4,,72.00X42.00,BK05,MATTE BLACK,30K,3000K,False,False,KG,Keen 1-Touch (KG),MATTE BLACK,,120 OR 277,0.50 OR 0.22,REPLACEABLE FLEX STRIP,227,70,"140,000","3,000",5709,302,90+,85,False,,,False,,True,True,False,81330-K-96W,,,RAD4-72.00X42.00-BK05-KG-30K,RAD4-72.00X42.00-BK05-KG-30K
RAD4-72.00X42.00-BR02-CK3-DF-KG-30K-SALES-AID-A.2.pdf,RAD4-72.00X42.00-BR02-CK3-DF-KG-30K,A.2,RAD4,,72.00X42.00,BR02,BRUSHED BRASS,30K,3000K,False,False,CK3;DF;KG,Clock CK3 (Seamless);Defogger (DF);Keen 1-Touch (KG),BRUSHED BRASS,,120,1.36,REPLACEABLE FLEX STRIP,227,69,"140,000","3,000",5694,302,90+,3,True,120V,100W,True,2.0,True,False,False,81330-CK3-DF-K-96W,RAD4-72.00X42.00-BR02-CK-DF-KG-30K-M,81330-CK3-DF-K-96W,RAD4-72.00X42.00-BR02-CK3-DF-KG-30K,RAD4-72.00X42.00-BR02-CK3-DF-KG-30K
RAD4-72.00X42.00-BR02-CK3-DF-KG-30K-SALES-AID-A.3.pdf,RAD4-72.00X42.00-BR02-CK3-DF-KG-30K,A.3,RAD4,,72.00X42.00,BR02,BRUSHED BRASS,30K,3000K,False,False,CK3;DF;KG,Clock CK3 (Seamless);Defogger (DF);Keen 1-Touch (KG),BRUSHED BRASS,,120,1.36,REPLACEABLE FLEX STRIP,227,69,"140,000","3,000",5694,302,90+,86,True,120V,100W,True,2.0,True,False,False,81330-CK3-DF-K-96W,RAD4-72.00X42.00-BR02-CK-DF-KG-30K-M,81330-CK3-DF-K-96W,RAD4-72.00X42.00-BR02-CK3-DF-KG-30K,RAD4-72.00X42.00-BR02-CK3-DF-KG-30K
RAD4-72.00X53.50-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-72.00X53.50-CH04-D2-30K,A.1,RAD4,,72.00X53.50,CH04,CHROME,30K,3000K,False,False,D2,Defogger D2,ETCHED CHROME,,120 - 277,0.59 - 0.26,REPLACEABLE FLEX STRIP,249,76,"140,000","3,000",6238,302,90+,105,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-72.00X53.50-CH04-D2-30K,RAD4-72.00X53.50-CH04-D2-30K
RAD4-72.00X53.50-CH04-KG2-WG3-30K-SALES-AID-A.1.PDF,RAD4-72.00X53.50-CH04-KG2-WG3-30K,A.1,RAD4,,72.00X53.50,CH04,CHROME,30K,3000K,False,False,KG2;WG3,Keen 1-Touch v2;Wall-Grommet/Power Routing (WG3),ETCHED CHROME,,120 OR 277,1.23 OR 0.53,REPLACEABLE FLEX STRIP,247,76,"140,000","3,000",6189,302,90+,115,False,,,False,,True,True,False,81330-K2-192W,RAD4-72.00X53.50-KG2-WG3-M,81330-K2-192W,RAD4-72.00X53.50-CH04-KG2-WG3-30K,RAD4-72.00X53.50-CH04-KG2-WG3-30K
RAD4-72.00X54.00-BK05-DF-KG-30K-SALES-AID-A.1.PDF,RAD4-72.00X54.00-BK05-DF-KG-30K,A.1,RAD4,,72.00X54.00,BK05,MATTE BLACK,30K,3000K,False,False,DF;KG,Defogger (DF);Keen 1-Touch (KG),MATTE BLACK,,120,1.39,REPLACEABLE FLEX STRIP,250,77,"140,000","3,000",6288,302,90+,105,True,,,False,,True,False,False,81330-DF-K-96W,,,RAD4-72.00X54.00-BK05-DF-KG-30K,RAD4-72.00X54.00-BK05-DF-KG-30K
RAD4-72.25X44.75-CH04-30K-SALES-AID-A.1.PDF,RAD4-72.25X44.75-CH04-30K,A.1,RAD4,,72.25X44.75,CH04,CHROME,30K,3000K,False,False,,,ETCHED CHROME,,120 OR 277,0.50 OR 0.22,REPLACEABLE FLEX STRIP,233,71,"140,000","3,000",5860,302,90+,90,False,,,False,,False,True,False,81330-96W,,,RAD4-72.25X44.75-CH04-30K,RAD4-72.25X44.75-CH04-30K
RAD4-72.25X48.50-CH04-30K-SALES-AID-A.1.PDF,RAD4-72.25X48.50-CH04-30K,A.1,RAD4,,72.25X48.50,CH04,CHROME,30K,3000K,False,False,,,ETCHED CHROME,,120 OR 277,0.87 OR 0.38,REPLACEABLE FLEX STRIP,239,73,"140,000","3,000",6011,302,90+,97,False,,,False,,False,True,False,81330-96W,,,RAD4-72.25X48.50-CH04-30K,RAD4-72.25X48.50-CH04-30K
RAD4-72.25X56.50-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-72.25X56.50-BK05-D2-30K,A.1,RAD4,,72.25X56.50,BK05,MATTE BLACK,30K,3000K,False,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.55 - 0.24,REPLACEABLE FLEX STRIP,256,78,"140,000","3,000","6,440",302,90+,111,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-72.25X56.50-BK05-D2-30K,RAD4-72.25X56.50-BK05-D2-30K
RAD4-74.00X45.00-BK05-30K-SALES-AID-A.1.pdf,RAD4-74.00X45.00-BK05-30K,,RAD4,,74.00X45.00,BK05,MATTE BLACK,30K,3000K,False,False,,,MATTE BLACK,,120,1.40,REPLACEABLE FLEX STRIP,237,168,"140,000","3,000",5961,302,90+,93,False,,,False,,False,False,False,,,,RAD4-74.00X45.00-BK05-30K,RAD4-74.00X45.00-BK05-30K
RAD4-77.00X47.00-BZ24-27K-SALES-AID-A.1.PDF,RAD4-77.00X47.00-BZ24-27K,A.1,RAD4,,77.00X47.00,BZ24,BRONZE (BZ24),27K,2700K,False,False,,,ETCHED GOLDEN BRONZE,,120 OR 277,0.53 OR 0.23,REPLACEABLE FLEX STRIP,247,75,"140,000","2,700",6212,302,90+,99,False,,,False,,False,True,False,81330-96W,,,RAD4-77.00X47.00-BZ24-27K,RAD4-77.00X47.00-BZ24-27K
RAD4-77.00X47.00-BZ24-D2-27K-SALES-AID-A.1.PDF,RAD4-77.00X47.00-BZ24-D2-27K,A.1,RAD4,,77.00X47.00,BZ24,BRONZE (BZ24),27K,2700K,False,False,D2,Defogger D2,ETCHED GOLDEN BRONZE,,120 - 277,0.59 - 0.26,REPLACEABLE FLEX STRIP,247,75,"140,000","2,700",6212,302,90+,99,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-77.00X47.00-BZ24-D2-27K,RAD4-77.00X47.00-BZ24-D2-27K
RAD4-78.00X35.00-BK05-30K-SALES-AID-A.1.pdf,RAD4-78.00X35.00-BK05-30K,A.1,RAD4,,78.00X35.00,BK05,MATTE BLACK,30K,3000K,False,False,,,MATTE BLACK,,120 OR 277,0.50 OR 0.22,REPLACEABLE FLEX STRIP,1,69,"140,000","3,000",5659,302,90+,79,False,,,False,,False,True,False,81330-96W,RAD4-78.00X35.00-BK05-30K-M,81330-96W,RAD4-78.00X35.00-BK05-30K,RAD4-78.00X35.00-BK05-30K
RAD4-78.00X45.00-NK04-WG3-30K-SALES-AID-A.1.PDF,RAD4-78.00X45.00-NK04-WG3-30K,A.1,RAD4,,78.00X45.00,NK04,BRUSHED NICKEL,30K,3000K,False,False,WG3,Wall-Grommet/Power Routing (WG3),ETCHED NICKEL,,120 OR 277,1.19 OR 0.52,REPLACEABLE FLEX STRIP,245,75,"140,000","3,000",6162,302,90+,107,False,,,False,,False,True,False,81330-192W,RAD4-78.00X45.00-NK04-WG3-30K-M,81330-192W,RAD4-78.00X45.00-NK04-WG3-30K,RAD4-78.00X45.00-NK04-WG3-30K
RAD4-78.00X47.00-BR02-D2-30K-SALES-AID-A.1.PDF,RAD4-78.00X47.00-BR02-D2-30K,A.1,RAD4,,78.00X47.00,BR02,BRUSHED BRASS,30K,3000K,False,False,D2,Defogger D2,BRUSHED BRASS,,120 - 277,0.58 - 0.25,REPLACEABLE FLEX STRIP,249,76,"140,000","3,000",6262,302,90+,101,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-78.00X47.00-BR02-D2-30K,RAD4-78.00X47.00-BR02-D2-30K
RAD4-78.00X50.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-78.00X50.00-BK05-30K,A.1,RAD4,,78.00X50.00,BK05,MATTE BLACK,30K,3000K,False,False,,,MATTE BLACK,,120 OR 277,0.55 OR 0.24,REPLACEABLE FLEX STRIP,254,78,"140,000","3,000","6,388",302,90+,106,False,,,False,,False,True,False,81330-96W,,,RAD4-78.00X50.00-BK05-30K,RAD4-78.00X50.00-BK05-30K
RAD4-78.00X50.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-78.00X50.00-BK05-D2-30K,A.1,RAD4,,78.00X50.00,BK05,MATTE BLACK,30K,3000K,False,False,D2,Defogger D2,MATTE BLACK,,120 OR 277,0.55 OR 0.24,REPLACEABLE FLEX STRIP,254,78,"140,000","3,000","6,388",302,90+,106,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-78.00X50.00-BK05-D2-30K,RAD4-78.00X50.00-BK05-D2-30K
RAD4-78.00X52.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-78.00X52.00-BK05-30K,A.1,RAD4,,78.00X52.00,BK05,MATTE BLACK,30K,3000K,False,False,,,MATTE BLACK,,120 OR 277,0.56 OR 0.24,REPLACEABLE FLEX STRIP,258,79,"140,000","3,000","6,489",302,90+,109,False,,,False,,False,True,False,81330-96W,,,RAD4-78.00X52.00-BK05-30K,RAD4-78.00X52.00-BK05-30K
RAD4-78.25X38.75-CH04-D2-WG3-30K-SALES-AID-A.1.PDF,RAD4-78.25X38.75-CH04-D2-WG3-30K,A.1,RAD4,,78.25X38.75,CH04,CHROME,30K,3000K,False,False,D2;WG3,Defogger D2;Wall-Grommet/Power Routing (WG3),ETCHED CHROME,,120 - 277,1.07 - 0.46,REPLACEABLE FLEX STRIP,233,71,"140,000","3,000","5,845",302,90+,95,False,,,False,,False,True,False,,,,RAD4-78.25X38.75-CH04-D2-WG3-30K,RAD4-78.25X38.75-CH04-D2-WG3-30K
RAD4-78.25X48.50-CH04-30K-SALES-AID-A.1.PDF,RAD4-78.25X48.50-CH04-30K,A.1,RAD4,,78.25X48.50,CH04,CHROME,30K,3000K,False,False,,,ETCHED CHROME,,120 OR 277,0.54 OR 0.23,REPLACEABLE FLEX STRIP,252,77,"140,000","3,000","6,341",302,90+,104,False,,,False,,False,True,False,,,,RAD4-78.25X48.50-CH04-30K,RAD4-78.25X48.50-CH04-30K
RAD4-78.25X48.50-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-78.25X48.50-CH04-D2-30K,A.1,RAD4,,78.25X48.50,CH04,CHROME,30K,3000K,False,False,D2,Defogger D2,ETCHED CHROME,,120 - 277,0.60 - 0.26,REPLACEABLE FLEX STRIP,252,77,"140,000","3,000","6,341",302,90+,104,False,,,False,,False,True,False,,,,RAD4-78.25X48.50-CH04-D2-30K,RAD4-78.25X48.50-CH04-D2-30K
RAD4-78.25X66.25-CH04-D2-30K-SALES-AID-A.1.PDF,RAD4-78.25X66.25-CH04-D2-30K,A.1,RAD4,,78.25X66.25,CH04,CHROME,30K,3000K,False,False,D2,Defogger D2,ETCHED CHROME,,120 OR 277,0.72 OR 0.31,REPLACEABLE FLEX STRIPS,2,87,"140,000","3,000",,,90+,131,False,,,False,,False,True,False,81330-D2-192W,,,RAD4-78.25X66.25-CH04-D2-30K,RAD4-78.25X66.25-CH04-D2-30K
RAD4-83.00X36.00-CH04-CK2-D1-30K-SALES-AID-A.1.PDF,RAD4-83.00X36.00-CH04-CK2-D1-30K,A.1,RAD4,,83.00X36.00,CH04,CHROME,30K,3000K,False,False,CK2;D1,Clock CK2;Defogger D1,ETCHED CHROME,,120 - 240,0.54 - 0.27,REPLACEABLE FLEX STRIP,236,73,"140,000","3,000",5944,302,90+,86,False,,,True,,False,False,False,81330-CK2-D1-96W,,,RAD4-83.00X36.00-CH04-CK2-D1-30K,RAD4-83.00X36.00-CH04-CK2-D1-30K
RAD4-83.00X42.00-BK05-CK2-30K-SALES-AID-A.1.PDF,RAD4-83.00X42.00-BK05-CK2-30K,A.1,RAD4,,83.00X42.00,BK05,MATTE BLACK,30K,3000K,False,False,CK2,Clock CK2,MATTE BLACK,,120 - 240,0.53 - 0.23,REPLACEABLE FLEX STRIP,236,73,"140,000","3,000",5944,302,90+,97,False,,,True,,False,False,False,81330-CK2-96W,,,RAD4-83.00X42.00-BK05-CK2-30K,RAD4-83.00X42.00-BK05-CK2-30K
