file,cpn,revision,cpn_model,cpn_custom_prefix,cpn_size,cpn_finish_code,cpn_finish_name,cpn_cct_code,cpn_cct_K,cpn_is_custom,cpn_is_frx,cpn_options,cpn_option_meanings,frame_finish,total_wattage_W,voltage_V,current_A,led_type,led_length_in,led_wattage_W,l70_lifespan_hrs,cct_K,lumens_total,lumens_per_ft,cri,weight_lbs,has_defogger,defogger_voltage,defogger_wattage,has_clock,clock_watts,has_keen,has_277v,has_dimmer_kd,powerbox,mirror_assembly,powerbox_assembly,cpn_in_pdf,cpn_from_filename
RAD4-84.00X36.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-84.00X36.00-BK05-30K,A.1,RAD4,,84.00X36.00,BK05,MATTE BLACK,30K,3000K,False,False,,,MATTE BLACK,,120 OR 277,0.54 OR 0.23,REPLACEABLE FLEX STRIP,1,57,"140,000","3,000",,,90+,86,False,,,False,,False,True,False,81330-96W,RAD4-84.00X36.00-BK05-30K-M,81330-96W,RAD4-84.00X36.00-BK05-30K,RAD4-84.00X36.00-BK05-30K
RAD4-84.00X36.00-BK05-D1-35K-SALES-AID-A.1.PDF,RAD4-84.00X36.00-BK05-D1-35K,A.1,RAD4,,84.00X36.00,BK05,MATTE BLACK,35K,3500K,False,False,D1,Defogger D1,MATTE BLACK,,120 OR 277,0.54 OR 0.23,REPLACEABLE FLEX STRIP,1,57,"140,000","3,500",,,90+,87,False,,,False,,False,True,False,81330-D1-96W,RAD4-84.00X36.00-BK05-30K-M,81330-D1-96W,RAD4-84.00X36.00-BK05-D1-35K,RAD4-84.00X36.00-BK05-D1-35K
RAD4-84.00X36.00-CH04-D1-DF-30K-SALES-AID-A.1.PDF,RAD4-84.00X36.00-CH04-D1-DF-30K,A.1,RAD4,,84.00X36.00,CH04,CHROME,30K,3000K,False,False,D1;DF,Defogger D1;Defogger (DF),ETCHED CHROME,,120,1.38,REPLACEABLE FLEX STRIP,239,73,"140,000","3,000","5,991",302,90+,86,True,120V,100W,False,,False,False,False,81330-D1-DF-96W,RAD4-84.00X36.00-CH04-DF-30K-M,81330-D1-DF-96W,RAD4-84.00X36.00-CH04-D1-DF-30K,RAD4-84.00X36.00-CH04-D1-DF-30K
RAD4-85285-46.00X44.25-CH11-KC-30K-SALES-AID-A.1.PDF,RAD4-85285-46.00X44.25-CH11-KC-30K,A.1,RAD4,,46.00X44.25,CH11,CHROME (CH11),30K,3000K,False,False,KC,Keen Clock,,,120 OR 277,0.34 OR 0.15,REPLACEABLE FLEX STRIP,146,37,"140,000","3,000","3,663",302,90+,60,False,,,False,,True,True,False,81330-K-96W,RAD4-85285-46.00X44.25-CH11-KC-30K-M,,RAD4-85285-46.00X44.25-CH11-KC-30K,RAD4-85285-46.00X44.25-CH11-KC-30K
RAD4-85294-34.00X34.00-CH11-KC-30K-SALES-AID-A.1.PDF,RAD4-85294-34.00X34.00-CH11-KC-30K,A.1,RAD4,,34.00X34.00,CH11,CHROME (CH11),30K,3000K,False,False,KC,Keen Clock,,,120 OR 277,0.27 OR 0.12,REPLACEABLE FLEX STRIP,111,29,"140,000","3,000","2,772",302,90+,45,False,,,False,,True,True,False,81330-K-96W,RAD4-85294-34.00X34.00-CH11-KC-30K-M,,RAD4-85294-34.00X34.00-CH11-KC-30K,RAD4-85294-34.00X34.00-CH11-KC-30K
RAD4-90.00X36.00-NK04-WG3-30K-SALES-AID-A.1.PDF,RAD4-90.00X36.00-NK04-WG3-30K,A.1,RAD4,,90.00X36.00,NK04,BRUSHED NICKEL,30K,3000K,False,False,WG3,Wall-Grommet/Power Routing (WG3),ETCHED NICKEL,,120 OR 277,1.22 OR 0.53,REPLACEABLE FLEX STRIP,1,76,"140,000","3,000",6288,302,90+,102,False,,,False,,False,True,False,81330-192W,RAD4-90.00X36.00-NK04-WG3-30K-M,81330-192W,RAD4-90.00X36.00-NK04-WG3-30K,RAD4-90.00X36.00-NK04-WG3-30K
RAD4-92.00X48.00-CH04-D1-30K-SALES-AID-A.1.PDF,RAD4-92.00X48.00-CH04-D1-30K,A.1,RAD4,,92.00X48.00,CH04,CHROME,30K,3000K,False,False,D1,Defogger D1,ETCHED CHROME,,120 OR 277,0.60 OR 0.26,REPLACEABLE FLEX STRIP,278,85,"140,000","3,000",6992,302,90+,117,False,,,False,,False,True,False,81330-D1-96W,,,RAD4-92.00X48.00-CH04-D1-30K,RAD4-92.00X48.00-CH04-D1-30K
RAD4-96.00X44.00-CH04-30K-SALES-AID-A.1.PDF,RAD4-96.00X44.00-CH04-30K,A.1,RAD4,,96.00X44.00,CH04,CHROME,30K,3000K,False,False,,,ETCHED CHROME,,120 OR 277,0.61 OR 0.26,REPLACEABLE FLEX STRIP,278,85,"140,000","3,000",6992,302,90+,114,False,,,False,,False,True,False,81330-96W,,,RAD4-96.00X44.00-CH04-30K,RAD4-96.00X44.00-CH04-30K
RAD4-96.00X44.00-CH04-D1-30K-SALES-AID-A.1.PDF,RAD4-96.00X44.00-CH04-D1-30K,A.1,RAD4,,96.00X44.00,CH04,CHROME,30K,3000K,False,False,D1,Defogger D1,ETCHED CHROME,,120 OR 277,0.61 OR 0.26,REPLACEABLE FLEX STRIP,278,85,"140,000","3,000",6992,302,90+,114,False,,,False,,False,True,False,81330-D1-96W,,,RAD4-96.00X44.00-CH04-D1-30K,RAD4-96.00X44.00-CH04-D1-30K
RAD4-98.00X36.00-CH04-CK2-D1-30K-SALES-AID-A.1.PDF,RAD4-98.00X36.00-CH04-CK2-D1-30K,A.1,RAD4,,98.00X36.00,CH04,CHROME,30K,3000K,False,False,CK2;D1,Clock CK2;Defogger D1,ETCHED CHROME,,120 - 240,0.61 - 0.30,REPLACEABLE FLEX STRIP,266,82,"140,000","3,000",6687,302,90+,99,False,,,True,,False,False,False,81330-CK2-D1-96W,,,RAD4-98.00X36.00-CH04-CK2-D1-30K,RAD4-98.00X36.00-CH04-CK2-D1-30K
RAD4-98.00X42.00-BK05-D1-30K-SALES-AID-A.1.PDF,RAD4-98.00X42.00-BK05-D1-30K,A.1,RAD4,,98.00X42.00,BK05,MATTE BLACK,30K,3000K,False,False,D1,Defogger D1,MATTE BLACK,,120 - 277,0.63 - 0.27,REPLACEABLE FLEX STRIP,278,85,"140,000","3,000","6,985",302,90+,112,False,,,False,,False,True,False,81330-D1-96W,,,RAD4-98.00X42.00-BK05-D1-30K,RAD4-98.00X42.00-BK05-D1-30K
RAD4-CSTM-34.00X39.00-BZ47-NO-WG3-30K-SALES-AID-A.1.PDF,RAD4-CSTM-34.00X39.00-BZ47-NO-WG3-30K,A.1,RAD4,CSTM,34.00X39.00,BZ47,BRONZE (BZ47),30K,3000K,True,False,NO;WG3,Night-Off / Night-Light;Wall-Grommet/Power Routing (WG3),OIL RUBBED BRONZE,,120 OR 277,0.93 OR 0.40,LLO FLEX STRIPS WITH DIFFUSER,144,46,"50,000","3,000",,,90+,46,False,,,False,,False,True,False,81330-192W,RAD4-CSTM-34.00X39.00-BZ47-NO-WG3-30K-M,81330-192W,RAD4-CSTM-34.00X39.00-BZ47-NO-WG3-30K,RAD4-CSTM-34.00X39.00-BZ47-NO-WG3-30K
RAD4-CSTM-36.00X36.00-BK05-30K-SALES-AID-A.1.PDF,RAD4-CSTM-36.00X36.00-BK05-30K,A.1,RAD4,CSTM,36.00X36.00,BK05,MATTE BLACK,30K,3000K,True,False,,,MATTE BLACK,,120 OR 277,0.33 OR 14,REPLACEABLE FLEX STRIP,142,44,"140,000","3,000",3565,302,90+,41,False,,,False,,False,True,False,81330-96W,,,RAD4-CSTM-36.00X36.00-BK05-30K,RAD4-CSTM-36.00X36.00-BK05-30K
RAD4-CSTM-36.00X60.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-36.00X60.00-BK05-D2-30K,A.1,RAD4,CSTM,36.00X60.00,BK05,MATTE BLACK,30K,3000K,True,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.46 - 0.20,REPLACEABLE FLEX STRIP,189,58,"140,000","3,000",4753,302,90+,63,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-CSTM-36.00X60.00-BK05-D2-30K,RAD4-CSTM-36.00X60.00-BK05-D2-30K
RAD4-CSTM-37.50X37.50-BK05-KG-30K-SALES-AID-A.1.PDF,RAD4-CSTM-37.50X37.50-BK05-KG-30K,A.1,RAD4,CSTM,37.50X37.50,BK05,MATTE BLACK,30K,3000K,True,False,KG,Keen 1-Touch (KG),MATTE BLACK,,120 OR 277,0.35 OR 0.15,REPLACEABLE FLEX STRIP,148,46,"140,000","3,000","3,722",302,90+,44,False,,,False,,True,True,False,81330-K-96W,,,RAD4-CSTM-37.50X37.50-BK05-KG-30K,RAD4-CSTM-37.50X37.50-BK05-KG-30K
RAD4-CSTM-38.00X60.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-38.00X60.00-BK05-D2-30K,A.1,RAD4,CSTM,38.00X60.00,BK05,MATTE BLACK,30K,3000K,True,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.46 - 0.20,REPLACEABLE FLEX STRIP,193,59,"140,000","3,000",4852,302,90+,68,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-CSTM-38.00X60.00-BK05-D2-30K,RAD4-CSTM-38.00X60.00-BK05-D2-30K
RAD4-CSTM-49.00X39.00-BZ47-NO-WG3-30K-SALES-AID-A.1.PDF,RAD4-CSTM-49.00X39.00-BZ47-NO-WG3-30K,A.1,RAD4,CSTM,49.00X39.00,BZ47,BRONZE (BZ47),30K,3000K,True,False,NO;WG3,Night-Off / Night-Light;Wall-Grommet/Power Routing (WG3),OIL RUBBED BRONZE,,120 OR 277,1.13 OR 0.49,LLO FLEX STRIPS WITH DIFFUSER,174,55,"50,000","3,000",,,90+,63,False,,,False,,False,True,False,81330-192W,RAD4-CSTM-49.00X39.00-BZ47-NO-WG3-30K-M,81330-192W,RAD4-CSTM-49.00X39.00-BZ47-NO-WG3-30K,RAD4-CSTM-49.00X39.00-BZ47-NO-WG3-30K
RAD4-CSTM-52.00X63.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-52.00X63.00-BK05-D2-30K,A.1,RAD4,CSTM,52.00X63.00,BK05,MATTE BLACK,30K,3000K,True,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.53 - 0.23,REPLACEABLE FLEX STRIP,227,70,"140,000","3,000",,,90+,89,False,,,False,,False,True,False,81330-D2-96W,RAD4-CSTM-52.00X63.00-BK05-M,81330-D2-96W,RAD4-CSTM-52.00X63.00-BK05-D2-30K,RAD4-CSTM-52.00X63.00-BK05-D2-30K
RAD4-CSTM-53.00X63.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-53.00X63.00-BK05-D2-30K,A.1,RAD4,CSTM,53.00X63.00,BK05,MATTE BLACK,30K,3000K,True,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.55 - 0.24,REPLACEABLE FLEX STRIP,231,71,"140,000","3,000",5793,302,90+,94,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-CSTM-53.00X63.00-BK05-D2-30K,RAD4-CSTM-53.00X63.00-BK05-D2-30K
RAD4-CSTM-55.00X60.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-55.00X60.00-BK05-D2-30K,A.1,RAD4,CSTM,55.00X60.00,BK05,MATTE BLACK,30K,3000K,True,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.53 - 0.23,REPLACEABLE FLEX STRIP,227,70,"140,000","3,000","5,694",302,90+,90,False,,,False,,False,True,False,81330-D2-96W,RAD4-CSTM-55.00X60.00-BK05-M,81330-D2-96W,RAD4-CSTM-55.00X60.00-BK05-D2-30K,RAD4-CSTM-55.00X60.00-BK05-D2-30K
RAD4-CSTM-55.00X60.00-BK05-D2-30K-SALES-AID-A.2.PDF,RAD4-CSTM-55.00X60.00-BK05-D2-30K,A.2,RAD4,CSTM,55.00X60.00,BK05,MATTE BLACK,30K,3000K,True,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.53 - 0.23,REPLACEABLE FLEX STRIP,227,70,"140,000","3,000","5,694",302,90+,90,False,,,False,,False,True,False,81330-D2-96W,RAD4-CSTM-55.00X60.00-BK05-M,81330-D2-96W,RAD4-CSTM-55.00X60.00-BK05-D2-30K,RAD4-CSTM-55.00X60.00-BK05-D2-30K
RAD4-CSTM-60.00X66.50-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-60.00X66.50-BK05-D2-30K,A.1,RAD4,CSTM,60.00X66.50,BK05,MATTE BLACK,30K,3000K,True,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.60 - 0.26,REPLACEABLE FLEX STRIP,250,77,"140,000","3,000",6288,302,90+,112,False,,,False,,False,True,False,81330-D2-96W,,,RAD4-CSTM-60.00X66.50-BK05-D2-30K,RAD4-CSTM-60.00X66.50-BK05-D2-30K
RAD4-CSTM-64.00X39.00-BK147-30K-SALES-AID-A.2.PDF,RAD4-CSTM-64.00X39.00-BK147-30K,A.2,RAD4,CSTM,64.00X39.00,BK147,MATTE BLACK (BK147),30K,3000K,True,False,,,PC MATTE BLACK,,120,0.43,LLO FLEX STRIPS WITH DIFFUSER,203,62,,"3,000",,,90+,69,False,,,False,,False,False,False,,,,RAD4-CSTM-64.00X39.00-BK147-30K,RAD4-CSTM-64.00X39.00-BK147-30K
RAD4-CSTM-80.00X56.00-BK05-D2-30K-SALES-AID-A.1.PDF,RAD4-CSTM-80.00X56.00-BK05-D2-30K,A.1,RAD4,CSTM,80.00X56.00,BK05,MATTE BLACK,30K,3000K,True,False,D2,Defogger D2,MATTE BLACK,,120 - 277,0.64 - 0.28,REPLACEABLE FLEX STRIP,268,82,"140,000","3,000",6734,302,90+,126,False,,,False,,False,True,False,81330-D2-96W,RAD4-CSTM-80.00X56.00-BK05-30K-M,81330-D2-96W,RAD4-CSTM-80.00X56.00-BK05-D2-30K,RAD4-CSTM-80.00X56.00-BK05-D2-30K
RAD4-CSTM-84497-24.00X42.00-BZ47-CC2-NO-30K-SALES-AID-A.1.PDF,RAD4-CSTM-84497-24.00X42.00-BZ47-CC2-NO-30K,A.1,RAD4,CSTM,24.00X42.00,BZ47,BRONZE (BZ47),30K,3000K,True,False,CC2;NO,Color-Change CC2;Night-Off / Night-Light,,,120,0.28,REPLACEABLE FLEX STRIP,121,37,"140,000","3,000","3,020",302,90+,33,False,,,False,,False,False,False,81330-CC2-96W,,,RAD4-CSTM-84497-24.00X42.00-BZ47-CC2-NO-30K,RAD4-CSTM-84497-24.00X42.00-BZ47-CC2-NO-30K
RAD4-CSTM-84497-30.00X42.00-BZ47-CC2-NO-30K-SALES-AID-A.1.PDF,RAD4-CSTM-84497-30.00X42.00-BZ47-CC2-NO-30K,A.1,RAD4,CSTM,30.00X42.00,BZ47,BRONZE (BZ47),30K,3000K,True,False,CC2;NO,Color-Change CC2;Night-Off / Night-Light,,,120,0.30,REPLACEABLE FLEX STRIP,132,41,"140,000","3,000","3,320",302,90+,43,False,,,False,,False,False,False,81330-CC2-96W,,,RAD4-CSTM-84497-30.00X42.00-BZ47-CC2-NO-30K,RAD4-CSTM-84497-30.00X42.00-BZ47-CC2-NO-30K
RAD4-CSTM-84497-36.00X42.00-BZ47-CC2-NO-30K-SALES-AID-A.1.PDF,RAD4-CSTM-84497-36.00X42.00-BZ47-CC2-NO-30K,A.1,RAD4,CSTM,36.00X42.00,BZ47,BRONZE (BZ47),30K,3000K,True,False,CC2;NO,Color-Change CC2;Night-Off / Night-Light,,,120,0.33,REPLACEABLE FLEX STRIP,144,44,"140,000","3,000","3,622",302,90+,48,False,,,False,,False,False,False,81330-CC2-96W,,,RAD4-CSTM-84497-36.00X42.00-BZ47-CC2-NO-30K,RAD4-CSTM-84497-36.00X42.00-BZ47-CC2-NO-30K
RAD4-FRX-24.00X40.00-BZ47-KC-30K-SALES-AID-A.1.PDF,RAD4-84497-24.00X40.00-BZ47-KC-30K,A.1,RAD4,,24.00X40.00,BZ47,BRONZE (BZ47),30K,3000K,False,False,KC,Keen Clock,OIL RUBBED BRONZE,,120 OR 277,0.28 OR 0.12,REPLACEABLE FLEX STRIP,115,36,"140,000","3,000",2892,302,90+,33,False,,,False,,True,True,False,81330-K-96W,,,RAD4-84497-24.00X40.00-BZ47-KC-30K,RAD4-FRX-24.00X40.00-BZ47-KC-30K
RAD4-FRX-24.00X42.00-BZ47-KC-30K-SALES-AID-A.1.PDF,RAD4-FRX-24.00X42.00-BZ47-KC-30K,A.1,RAD4,FRX,24.00X42.00,BZ47,BRONZE (BZ47),30K,3000K,True,True,KC,Keen Clock,OIL RUBBED BRONZE,,120 OR 277,0.28 OR 0.12,REPLACEABLE FLEX STRIP,119,37,"140,000","3,000",2993,302,90+,40,False,,,False,,True,True,False,81330-K-96W,,,RAD4-XXXXX-24.00X42.00-BZ47-KC-30K,RAD4-FRX-24.00X42.00-BZ47-KC-30K
RAD4-FRX-30.00X40.00-BZ47-KC-30K-SALES-AID-A.1.PDF,RAD4-84497-30.00X40.00-BZ47-KC-30K,A.1,RAD4,,30.00X40.00,BZ47,BRONZE (BZ47),30K,3000K,False,False,KC,Keen Clock,OIL RUBBED BRONZE,,120 OR 277,0.30 OR 0.13,REPLACEABLE FLEX STRIP,128,40,"140,000","3,000",3219,302,90+,39,False,,,False,,True,True,False,81330-K-96W,,,RAD4-84497-30.00X40.00-BZ47-KC-30K,RAD4-FRX-30.00X40.00-BZ47-KC-30K
RAD4-FRX-30.00X42.00-BZ47-KC-30K-SALES-AID-A.1.PDF,RAD4-FRX-30.00X42.00-BZ47-KC-30K,A.1,RAD4,FRX,30.00X42.00,BZ47,BRONZE (BZ47),30K,3000K,True,True,KC,Keen Clock,OIL RUBBED BRONZE,,120 OR 277,0.34 OR 0.15,REPLACEABLE FLEX STRIP,132,44,"140,000","3,000","3,565",302,90+,47,False,,,False,,True,True,False,81330-K-96W,,,RAD4-XXXXX-30.00X42.00-BZ47-KC-30K,RAD4-FRX-30.00X42.00-BZ47-KC-30K
